OBJECTID,ID,CODIGO_DANE,NOMBRE,ULTIMO_TIPO_ACTO_ADMIN,ULTIMO_NUMERO_ACTO_ADMIN,ULTIMA_FECHA_ACTO_ADMIN,AREA_TOTAL_ACTOS_ADMIN,ULTIMO_NUMERO_PLANO,PUEBLO,DEPARTAMENTO,MUNICIPIO,GlobalID
725,10182,1702,Resguardo Indígena de Juan Tama,ACUERDO,487,2025/06/18 00:00:00+00,1031.3518,ACCTI024413962668,NASA PAEZ,41,41396,{281F4993-0B26-453D-A203-633BA8D00246}
726,10690,1612,Resguardo Indígena Pijao de San Antonio de Calarma,RESOLUCION,0057,2000/12/18 00:00:00+00,278.8643,I-606.320,PIJAO,73,73675,{BC5E7AF9-3674-401C-987B-19324855A66E}
727,11597,SIN INFORMACION,Resguardo Indígena Zenú Brojolá,ACUERDO,365,2024/04/29 00:00:00+00,69.966,ACCTI 02305250234,ZENÚ,05,05250,{6745BA4B-6C12-472B-97C9-FE07EE13176A}
728,10603,1655,Resguardo Indígena Murui Muinane de Santa Rita,RESOLUCION,0023,2002/12/10 00:00:00+00,1371.96,B-558.971,MURUIMUINANE,86,86573,{C6470523-DF47-4E9C-BDDE-0CCCB1445398}
729,10574,1402,Resguardo Indígena Siona de El Hacha,ACUERDO,428,2024/12/10 00:00:00+00,17748.1506,"ACCTI02486573911
ACCTI02486573912
ACCTI02486573913
ACCTI02486573914",SIONA,86,86573,{BA388A5D-1C9A-4EAF-B197-FB1EF5DBAD4D}
730,10417,1678,Resguardo Indígena de Puerto Nare,RESOLUCION,0022,2003/04/10 00:00:00+00,23367.8081,588-304,CARIJONA,95,95200,{A7C43B96-FC6A-464B-BE1D-E8149FCDA32E}
731,10499,1377,Resguardo Indígena Awa de El Gran Sabalo,RESOLUCION,0070,1993/04/14 00:00:00+00,56750.4587,451.228 de julio de 1992,AWA,52,52835,{8A728120-A93E-4D70-AD68-8CADCB7D9531}
732,11019,86865,Resguardo Indígena Telar Luz Del Amanecer,ACUERDO,394,2024/09/26 00:00:00+00,241.2185,ACCTI 02386320598,PASTOS,86,86865,{271B7A69-24A4-421A-8CA1-1C3DB2210884}
733,10621,1516,"Resguardo Indígena Embera-Chami Loma de Citabara, Palestina, Atarralla y La Albania",RESOLUCION,0024,1998/07/29 00:00:00+00,268.95,486526-IB,EMBERA CHAMI,66,66456,{A94F07E0-83D6-4D53-9144-BE492EA7F281}
734,10387,1293,Resguardo Indígena Curripaco de la Parte Alta del Rio Guainia,RESOLUCION,0080,1989/09/26 00:00:00+00,477200,P- 198.875,CURRIPACO,94,94001,{3483AE3E-6780-41CE-82A5-E26F49D9EEE8}
735,10165,1166,Resguardo Indígena de Ambalo,RESOLUCION,0029,1991/11/12 00:00:00+00,2716.0022,P-466.031,PAEZ GUAMBIA,19,19743,{0F532213-A924-4D09-AB77-550521B70365}
736,10252,1243,"Resguardo Indígena Emebera de los Rios Bete, Auro Bete y Auro del Buey",RESOLUCION,23,2000/06/29 00:00:00+00,11748,P-198-505,EMBERA,27,27001,{820C9F4C-65EA-4735-87C4-EA6DF5F79DB2}
737,10361,1451,Resguardo Indígena Waunana de Papayo,RESOLUCION,14,1995/04/05 00:00:00+00,3381,P-466.246,WAUNANA,27,27361,{6CF7231A-5CAD-402C-9707-324D48B99315}
738,10400,1589,"Resguardo Indígena Sikuani, Siriano, Carapano, Desano y Tucano de Cachivera Del Nare",RESOLUCION,0016,2000/06/29 00:00:00+00,317.6464,587-970 de octubre 25 de 1999,"SIKUANI, SIRIANOY OTROS",95,95001,{965B2BE5-D905-4269-8D04-89B184DD82F7}
739,10786,1908,Resguardo Indígena La Victoria,ACUERDO,232,2022/06/30 00:00:00+00,61058.0952,ACCTI 187561286,"KAWIYARÍ, BARASANO, TATUYO, TAIWANO/EDURIA, TUYUCA, TUCANO, CUBEO, DESANO, SIRIANO, YURUTÍ, CARAPANA, PIRATAPUYO, WANANO Y BARA",91,91001,{426E766C-2128-46E6-966D-26C83B4F2D05}
740,10570,1401,Resguardo Indígena Coreguaje de Consara - Mecaya,RESOLUCION,0025,1994/07/19 00:00:00+00,2815,466.357 del 24 de novimebre de 1993,COREGUAJE,86,86573,{94746086-69F3-4414-A865-8AA0FFD1D236}
741,10198,1738,Resguardo Indígena Nasa Paez De Musse Ukwe,ACUERDO,0091,2006/01/20 00:00:00+00,355.5615,10-0-0109,NASA PAEZ,19,19473,{759247A5-C91E-4CE2-AC6B-63CC71094F7A}
742,10967,SIN ASIGNAR,Resguardo Indígena Naara Kajmanta,RESOLUCION,258,2023/02/27 00:00:00+00,92.075,ACCTI 47001617,ETTE ENNAKA (CHIMILA),47,47001,{AC0797EF-1419-4698-B98F-7E59B8D54074}
743,10155,"1115, 1109, 1114","Resguardo Indígena Salilva de los parajes de San Juanito, El Duya y Paravare",RESOLUCION,99,1982/07/27 00:00:00+00,21320,G-198334 G-228423,SALIVA,85,85230,{60DD1E6A-5DB0-40A5-AC49-A33FB3A5570D}
744,10581,1823,Resguardo Indígena Inga Kamentsa de Mocoa,ACUERDO,485,2025/06/18 00:00:00+00,330.3582,ACCTI024860012669,INGA KAMSA,86,86001,{43ACA8E4-7CDB-4EF1-B654-7A59CD6C7CAD}
745,10358,1640,Resguardo Indígena Embera de Villa Nueva Juna,RESOLUCION,0001,2002/02/27 00:00:00+00,428,I-630.282,Embera,27,27075,{8F9CE6A8-F66D-4AF4-B314-92F222816D11}
746,11832,1009,Resguardo Indígena Ticuna de Macedonia,ACUERDO,324,2023/12/18 00:00:00+00,45544.9627,ACCTI 024191012254,TICUNA,91,91001,{EDBFC354-F7AC-49C9-A0F4-840317DAA330}
747,10393,1600,Resguardo Indígena Curripaco y otras de Tierra Alta,RESOLUCION,0036,2000/10/03 00:00:00+00,277.2346,587-1083,CURRIPACO Y OTROS,94,94001,{A0FE3574-D571-41B4-989C-DFA8C5B41F62}
748,10294,1251,Resguardo Indígena Embera de Corede en el Alto del Rio Munguidó,RESOLUCION,0017,1992/06/23 00:00:00+00,5590,P-466.104,EMBERA,27,27001,{E505D685-9AE8-4BB0-8B92-6795433FB1A6}
749,10995,SIN INFORMACION,Resguardo Indígena Alto Peñalisa,ACUERDO,364,2024/04/29 00:00:00+00,304.0281,ACCTI 02352835231,AWÁ,52,52835,{114E4D33-E33A-4492-A081-B58F7736F9A1}
750,10447,1323,Resguardo Indígena Wayuu de Lomamato,RESOLUCION,0081,1987/12/02 00:00:00+00,1572.2694,B-313264,Wayuu,44,44078,{9F3DA1CB-CDF4-45E5-987C-78FC1D2B68EC}
751,10084,1052,Resguardo Indígena Guahibo de El Vigia,RESOLUCION,0009,1987/02/04 00:00:00+00,487.375,SIN INFORMACION,GUAHIBO,81,81065,{51BFB39F-267C-4055-9214-4D7C3D5DCBB7}
752,10346,1224,Resguardo Indígena Waunana del Rio Curiche,RESOLUCION,0020,1987/03/18 00:00:00+00,8965,P-198.644,WAUNANA,27,27372,{5EE24482-6EFE-4E26-BDC9-0AE530F1263E}
753,10747,1496,Resguardo Indígena Guahibo de Caño Guaripa,RESOLUCION,77,1990/11/19 00:00:00+00,7980,P-198.579,GUAHIBO,99,99001,{2DE6F25D-86EC-44DF-BE21-C3EAA1F8BB0C}
754,10228,1697,Resguardo Indígena Inga De Wasipanga,RESOLUCION,0005,2003/07/22 00:00:00+00,573.1132,B-647.136,INGA,19,19533,{6C99FD8E-917B-440F-A304-6B954950D7FB}
755,10761,1477,Resguardo Indígena Guahibo de La Esmeralda,RESOLUCION,0104,1987/12/15 00:00:00+00,2762,P-198.757,GUAHIBO,99,99001,{E9F99D01-099E-447C-ABE6-CCF9E74A313D}
756,10048,1631,Resguardo Indígena Embera de Dokerazavi,ACUERDO,353,2024/04/05 00:00:00+00,782.920298,ACCTI 05871600,EMBERA,05,05837,{5D7CAB19-33BC-417F-A8DB-72D6F8380A6C}
757,10328,1229,Resguardo Indígena Waunana del Rio Pichima,RESOLUCION,0071,1985/11/06 00:00:00+00,9024,P-198.581,WAUNANA,27,27361,{8CD239DF-2AA3-4A9A-83B2-D1F8015CD193}
758,10595,1776,Resguardo Indígena Paez de Nasa Chamb,ACUERDO,0263,2011/10/11 00:00:00+00,39.152,no registra,PAEZ,86,86568,{5ED92D45-AE9E-45EB-9C9A-0A52EC6411C8}
759,10687,1610,Resguardo Indígena Pijao Rincon Bodega,RESOLUCION,0055,2000/12/18 00:00:00+00,88.8862,I-606.905,PIJAO,73,73483,{85D08B5A-98FE-49B3-A1F4-610341440D64}
760,10441,1633,Resguardo Indígena Wayuu de El Cerro De Hatonuevo,RESOLUCION,0030,2001/09/24 00:00:00+00,183.9912,618.535 de noviembre de 2000,WAYUU,44,44378,{BD9CD465-F60B-4F58-95D7-7714071DE830}
761,10579,,Resguardo Indígena Inga De Mocoa,RESOLUCION,0027,2003/04/10 00:00:00+00,121.0115,R-647.110 junio 2002,INGA,86,86001,{DA5AD8BA-95E2-4589-A6FE-02374284A42A}
762,10482,1341,Resguardo Indígena Sikuani de Waliani,RESOLUCION,0143,1993/12/14 00:00:00+00,4652,P-466-253,GUAHIBO,50,50568,{1905FDA8-0AB7-4EE3-92D6-B8D54C5D632A}
763,10117,1085,Resguardo Indígena Paez del Portal,RESOLUCION,0032,1991/12/19 00:00:00+00,186.5,B-413.057,PAEZ,18,18610,{95BE3344-B1A5-4F95-B15E-E1F104DA2455}
764,11177,,Resguardo Indígena Nasa U'se Yaakxnisa Nuevo Despertar del pueblo Nasa,ACUERDO,493,2025/07/10 00:00:00+00,1568.3449,ACCTI023762332979,NASA PAEZ,76,76233,{44C7A60F-ED66-4975-8267-A9539813F568}
765,10214,1784,Resguardo Indígena Pueblo Kokonuco,ACUERDO,0288,2012/08/28 00:00:00+00,40.2287,19-0001-05270,KOKONUKO,19,19001,{9AFC685E-8540-45A3-983C-0434C09B6768}
766,11785,,Resguardo Indígena de Kalim´piu - El Carmelo,ACUERDO,423,2024/11/27 00:00:00+00,3.4016,ACCTI02319130812,MISAK,19,19130,{2D134031-A8EF-4FD5-B2FF-92044260A427}
767,10502,1378,Resguardo Indígena Awa Gran Rosario,RESOLUCION,0025,1996/05/24 00:00:00+00,15560.6,G-537-528 de mayo de 1995,AWA,52,52835,{8A053900-5468-42F0-8CF3-D45BF39963CB}
768,10172,1783,Resguardo Indígena Nasa Paez El Peñon,ACUERDO,415,2024/11/14 00:00:00+00,135.0332,ACCTI 02419760781,PAEZ,19,19760,{5FC45A26-4307-4BAC-8DCE-8FE05CE83332}
769,10711,1831,Resguardo Indígena Nanurco,ACUERDO,38,2017/12/11 00:00:00+00,93.0483,ACCTI 7348314,PIJAO,73,73483,{894DCD9D-A4CB-44C5-B3D0-0C958AB82C15}
770,10216,1159,Resguardo Indígena de Purace,RESOLUCION,74,1992/12/02 00:00:00+00,13054.6285,p-394451 p-466257 ,KOKONUKO,19,19585,{E53FD9B2-2651-4A36-891A-5B11A0481A86}
771,10637,1412,Resguardo Indígena de Chenche Buenos Aires,RESOLUCION,0016,1999/05/05 00:00:00+00,208.7694,I-579.890 de noviembre de 1998,PIJAO,73,73217,{1300E170-8418-4F62-94EA-F142DB465A9E}
772,10132,1646,Resguardo Indígena Pijao de Los Pijaos,RESOLUCION,0014,2002/12/10 00:00:00+00,117.87,"617,225",PIJAO,18,18029,{ACBCD116-72C3-4A46-8081-BBFE54454C93}
773,10850,SIN ASIGNAR,Resguardo Indígena Yanacona Descanse,ACUERDO,322,2023/12/06 00:00:00+00,26488.9436,ACCTI 0231197012242,YANACONA,19,19701,{258B1C87-D42F-46BB-B9A1-A4BDC5E793B5}
774,10062,1847,Resguardo Indígena Puerto Belgica,RESOLUCION,37,2017/12/11 00:00:00+00,48.2,Nº  017590AE05120,ZENÚ,05,05120,{54C8FE00-9FB6-4C4E-BCF9-AFE9CAA56AEF}
775,10211,1750,Resguardo Indígena Eperara Siapadara de Playita San Francisco,ACUERDO,0178,2009/09/03 00:00:00+00,3149.2604,10-0-00046,EPERARA SIAPIDARA,19,19418,{D6A63572-069A-4399-91AB-D66093CE0DB0}
776,10545,1836,Resguardo Indígena Laguna Pejendino,ACUERDO,42,2017/12/11 00:00:00+00,6.9183,ACCTI 5200143,QUILLACINGA,52,52001,{0B0190F2-1489-493D-8532-DC38FC3523FF}
777,10727,1455,Resguardo Indígena Paez de Kwet Wala (Piedra Grande),RESOLUCION,262,2011/10/11 00:00:00+00,1159.205,10-0-00644,PAEZ,76,76563,{A2598D6D-F82F-4B89-B05E-A30D91E39E7E}
778,10444,1605,Resguardo Indígena Wayu El Soldado Parate Bien,RESOLUCION,0050,2000/12/18 00:00:00+00,586.775,SIN INFORMACION,WAYUU,44,44001,{FB008219-A137-42B0-A8B6-4B378D233278}
779,10418,1530,Resguardo Indígena de Puerto Viejo y Puerto Esperanza,RESOLUCION,0047,1998/11/30 00:00:00+00,9100,587-232,CUBEO Y OTROS,95,95200,{3F4ED73C-466B-4FA9-8282-E12F581F728E}
780,11009,,Comunidad Indígena Irocobingkayra,RESOLUCION,497,2025/07/30 00:00:00+00,63.2967,ACCTI023542504032,BARI,54,54250,{B543D750-9E36-4C76-98A7-C6568D03F538}
781,10199,1816,Resguardo Indígena Nasa Cxhab Wala Luucx,ACUERDO,327,2023/12/18 00:00:00+00,494.3067,ACCTI 0241195172247,NASA,19,19517,{A879626B-7310-41EE-A17A-AD20F081185D}
782,10308,1524,"Resguardo Indígena Embera  de Pichicora, Chicue y Punto Alegre",RESOLUCION,0040,1998/11/30 00:00:00+00,23383,P - 466.689,Embera,27,27099,{E8DADB84-42C2-4B6D-80C3-799C5B39AC02}
783,11141,SIN INFORMACION,Resguardo Indígena La Luisa del Pueblo Pijao,ACUERDO,414,2024/11/14 00:00:00+00,136.8107,ACCTI02373319778,PIJAO,73,73319,{3F397F4B-7F69-44E7-9F83-8978933E55E8}
784,10236,1184,Resguardo Indígena Yuco de Iroka,RESOLUCION,43,1983/07/21 00:00:00+00,8678,G-199.995,YUCO YUKPA,20,20013,{878208C7-FDC2-4BA9-B181-4E8A6982549A}
785,10854,SIN INFORMACION,Resguardo Indígena Inchi Iaku,ACUERDO,335,2023/12/18 00:00:00+00,988.5996,ACCTI 195331687,INGA,19,19533,{D31F6214-29E2-458D-B3CB-2A1666FABE59}
786,10661,1547,Resguardo Indígena Pijao de Los Angeles,RESOLUCION,0019,1999/05/05 00:00:00+00,357.528,P-579.802,PIJAO,73,73483,{A20A6009-609C-42D3-AF2A-E07E6AB4023E}
787,11658,1881,Resguardo Indígena Cerrito Bongo,ACUERDO,148,2020/12/30 00:00:00+00,2405.4207,ACCTI 76109196,WOUNAAN,76,76109,{BA15303D-2322-4B76-A8AC-D9A5B693D086}
788,10032,1661,Resguardo Indígena Coribi Bedado,RESOLUCION,0003,2003/04/10 00:00:00+00,105.15,165105 de abril de 2002,EMBERA KATIO,05,05480,{E20E3F9E-317B-497C-8707-B5BB0915D808}
789,10659,1777,Resguardo Indígena Lomas De Guaguarco,ACUERDO,346,2014/12/16 00:00:00+00,148.4905,012958AE73217,PIJAO,73,73217,{7497E592-2611-4EB5-8D0C-99EC0DFCB494}
790,10720,1657,Resguardo Indígena Embera Chami Dachi Drua Mundi,RESOLUCION,0025,2002/12/10 00:00:00+00,60.8199,G-601.606,EMBERA CHAMI,76,76041,{B270A898-5B66-415F-ABCE-7DAD34B96AF7}
791,10782,1880,Resguardo Indígena Titanho Nijaamu - La Libertad,ACUERDO,468,2025/04/30 00:00:00+00,37798.4319,ACCTI024910011472,YAGUA,91,91001,{35F10B15-725D-4880-AC5E-6345ACB5F6DD}
792,10773,1488,Resguardo Indígena Guahibo y Cuiva  Rio Tuparro y los Caños Malicia y Arreita (Santa Teresita Del Tuparro),RESOLUCION,47,1983/07/21 00:00:00+00,180000,SIN INFORMACION,GUAHIBO CUIVA,99,99773,{8A928355-7501-4AD3-A8A3-4F7B5E0B467A}
793,10401,1307,Resguardo Indígena Guahibo de Caño Negro,RESOLUCION,0017,1982/04/21 00:00:00+00,1833,260038 febrero de 1979,GUAHIBO,95,95001,{FAD67D85-4704-44D1-8697-482238D04E28}
794,10944,SIN ASIGNAR,Resguardo Indígena Los Guajireros,ACUERDO,358,2024/04/05 00:00:00+00,45.2865,ACCTI 02344078198,WAYUU,44,44078,{9EECEB12-38A7-4B94-84FB-CDD0885C1024}
795,10318,1249,Resguardo Indígena Embera del Rio Bebarama,RESOLUCION,0066,1988/08/16 00:00:00+00,8875,P-198.782,EMBERA,27,27001,{532B3833-5356-4A57-8C1F-2E9AE26ED3D1}
796,10908,SIN INFORMACION,Resguardo Indígena Kerakar,ACUERDO,366,2024/04/29 00:00:00+00,139.9117,ACCTI 02341132230,EMBERA CHAMI,41,41132,{D0DADAD4-24F7-4B65-8C55-6F503C1A86AD}
797,10779,1338,Resguardo Indígena Guahibo de Alto Unuma,RESOLUCION,307,2013/04/17 00:00:00+00,688160,P-198.856,GUAHIBO PIAPOCO,99,99773,{FC8B137C-D7F0-4564-B1DF-771E5BDC11F3}
798,11014,SIN ASIGNAR,Resguardo Indígena Karabi Drua,ACUERDO,346,2023/12/22 00:00:00+00,30.2437,ACCTI 0231660752280,EMBERA CHAMI,66,66075,{1D56F67F-0AA1-4F51-8FD3-1D207A84D43B}
799,11670,1906,Resguardo Indígena Musu Runakuna,ACUERDO,226,2022/05/24 00:00:00+00,68.4554,ACCTI 860011252,INGA,86,86001,{CE0CC08B-5548-4E14-81EC-078355C77E43}
800,10809,,Resguardo Indígena Nukachipa,ACUERDO,443,2024/12/19 00:00:00+00,75.8651,ACCTI02381001930,INGA,81,81001,{6390FFC9-7155-488C-8E5E-271BEFC35F43}
801,10026,1745,Resguardo Indígena de Canime,ACUERDO,0096,2007/02/15 00:00:00+00,25.75,10-0-000111 de octubre de 2006,ZENÚ,05,05051,{C204394F-01FF-423F-AA98-834392CF07B2}
802,10370,1275,Resguardo Indígena Guahibo-Piapoco de Arrecifal,RESOLUCION,0084,1986/10/08 00:00:00+00,4560,198.597,GUAHIBO,94,94001,{1C7D792A-C9F2-461D-96BB-9A614AF343EA}
803,10455,1318,Resguardo Indígena Wayuu de San Francisco,RESOLUCION,0086,1988/09/26 00:00:00+00,56.9604,G-314-175,WAYUU,44,44078,{645201DD-7DF2-4DCF-82C9-82ECAC423336}
804,10688,1567,Resguardo Indígena Rincon De Anchique,RESOLUCION,0041,1999/05/31 00:00:00+00,128.9933,P-579.746,PIJAO,73,73483,{47D231CC-B14E-4F88-9A28-F1222953B91C}
805,10573,1731,Resguardo Indígena Awa de El Espingo,RESOLUCION,0054,2006/05/09 00:00:00+00,1947.2717,10-0-00004 de febrero de 2005,AWA,86,86320,{0DDCB78F-C9F6-4915-A611-EFC9741F0F06}
806,10126,1081,Resguardo Indígena de Coreguaje de la Esperanza,ACUERDO,377,2024/07/10 00:00:00+00,475.5066,ACCTI 02418460388,COREGUAJE,18,18460,{3671C05E-CC6F-44C5-992E-A6B909465828}
807,10619,1636,Resguardo Indígena Embera Chami  de Gitó Dokabú,RESOLUCION,0033,2001/09/24 00:00:00+00,2590.5848,N-630-239,EMBERA CHAMI,66,66572,{D66CA17E-D293-4B34-95DC-67C862F0B459}
808,10880,SIN ASIGNAR,Resguardo Indigena Inga Suma Iuiai,ACUERDO,321,2023/12/06 00:00:00+00,15588.3797,ACCTI 0231867012241,INGA,86,86001,{3572629C-557B-4730-9DC8-6C676EBD1B65}
809,11644,SIN INFORMACION,Resguardo Indígena El Mango del Pueblo Senú,ACUERDO,413,2024/11/14 00:00:00+00,53.4604,ACCTI02305837779,SENÚ,05,05837,{0120C3C4-5912-40D7-95DE-CB2FA0DC28DB}
810,10042,1046,Resguardo Indígena Embera de los Rios Jengado-Apartado,RESOLUCION,0015,1992/06/23 00:00:00+00,4546,P466.034,EMBERA,05,05873,{A9B8DDF2-F827-47D0-B453-2E7AC5177DAF}
811,11580,1919,Resguardo Indígena Chiasalu,RESOLUCION,282,2023/06/28 00:00:00+00,27.2948,ACCTI 444301864,WAYUU,44,44430,{E401FD2C-39F4-4A4F-866F-070A82DC2C08}
812,11892,,Resguardo Indígena Aguas Claras del pueblo Pijao,RESOLUCION,494,2025/07/30 00:00:00+00,3,ACCTI023731684026,,73,73168,{B0582449-4284-40D1-94A1-91CA6A15DB56}
813,10533,1754,Resguardo Indígena Quillacinga de Refugio Del Sol,ACUERDO,0200,2009/12/14 00:00:00+00,355.4309,10-0-00113,QUILLACINGA,52,52001,{5775BF52-FC79-4A5E-A2C9-84C75727E7AC}
814,10380,1291,Resguardo Indígena Sikuani y Puinave de Cumaral - Guamuco,RESOLUCION,0075,1993/04/14 00:00:00+00,31940,466.260 de junio de 1992,PUINAVE Y SIKUANI,94,94001,{E4F7D9C0-8DDE-4456-B438-728F1884185D}
815,10638,1544,Resguardo Indígena Pijao de Chenche Buenos Aires Tradicional,RESOLUCION,0012,1997/06/23 00:00:00+00,208.7893,I- 551-248 de Abril de 1989,PIJAO,73,73217,{62AEBF93-85C7-47DA-98C6-509B4742D9F0}
816,10092,1060,Resguardo Indígena Cuiva de Los Iguanitos,RESOLUCION,0082,1982/07/01 00:00:00+00,754.96,262876,CUIVA,81,81794,{79D033B7-54D9-45B6-8035-7A0275B2D16E}
817,10523,1757,Resguardo Indígena Awa de Peña La Alegria,ACUERDO,0212,2010/06/01 00:00:00+00,30.9779,4 - 5 - 00012,AWA,52,52835,{0F7372B4-1651-4E2F-B80A-B687F4BFE874}
818,10019,1015,Resguardo Indígena Ticuna y Yagua de Santa Sofia y el Progreso,ACUERDO,477,2025/05/27 00:00:00+00,24901.0105,ACCTI 024910012184,TIKUNA / YAGUA,91,91001,{11201862-F4EE-4B37-9420-28E1A93423DD}
819,11698,,Resguardo Indígena Aldea de Maria Putisnán,ACUERDO,422,2024/11/27 00:00:00+00,11.7186,ACCTI02352210810,PASTOS,52,52210,{C845EA70-43CA-4B5E-A947-C1CF8FA084CB}
820,10552,1727,Resguardo Indígena de Alpamanga,RESOLUCION,0012,2005/06/30 00:00:00+00,120.3484,INC-630.876,INGA,86,86571,{F76E6D3E-C03E-440C-9313-BF065F67EE1D}
821,10657,1444,Resguardo Indígena Paez - Las Mercedes,RESOLUCION,0036,1997/12/10 00:00:00+00,397.3178,I-578.371,PAEZ,73,73616,{75AE8033-795E-4067-8437-B769A98E690B}
822,10669,1578,Resguardo Indígena Pijao de Pacande,RESOLUCION,0083,1999/12/09 00:00:00+00,94.7663,I-578.316,PIJAO,73,Natagaima,{D054505B-DE72-4851-8095-D83902BB0B2C}
823,10609,1709,Resguardo Indígena Siona de Vegas de Santana,RESOLUCION,0017,2003/07/22 00:00:00+00,85.0897,B-647.135,SIONA,86,PUERTO ASIS,{B1D24FBF-7B72-4919-973A-F3A680DCE0A7}
824,10167,1616,Resguardo Indígena Paez de Calderas,RESOLUCION,0004,2001/02/20 00:00:00+00,1211.5206,G-555.594 de marzo de 1999,PAEZ,19,19355,{960BD6BE-EBB7-4A2E-BE2E-3945371B47D0}
825,10666,1439,Resguardo Indígena Pijao Nicolas Ramirez,RESOLUCION,0020,1997/10/03 00:00:00+00,354.6707,I-578.039 / I-578.040,PIJAO,73,73504,{9F26B44C-623D-4938-A2D1-70A49B60695A}
826,10106,1068,Resguardo Indígena Chami de Totumal,RESOLUCION,175,2021/07/22 00:00:00+00,117.8726,ACCTI 178771014,EMBERA CHAMI,17,17614,{FC9069D6-85C3-4E9D-8FAD-912E99372C71}
827,10068,1040,Resguardo Indígena Embera - Katio deTagual  - La Po,RESOLUCION,0009,1996/05/24 00:00:00+00,1830.6311,I-568.430,EMBERA KATIO,05,05736,{E970C755-50E7-44F8-B2D0-73FC8772231E}
828,10192,1151,Resguardo Indígena inga de La Leona,RESOLUCION,0052,1997/12/18 00:00:00+00,160.5253,576.396 y 576.517 de junio y julio de 1997,INGA,19,19533,{5DC2BE1B-617C-4899-8503-975D75BA58C0}
829,10159,1112,Resguardo Indígena Saliva El Suspiro - El Rincon del Socorro,RESOLUCION,0028,1984/05/08 00:00:00+00,1978,SIN INFORMACION,SALIVA,85,85230,{35C01B6A-FC3E-4E33-8BB7-28D1DE0CEAD0}
830,10567,1512,Resguardo Indígena Kofan Campoalegre del Afilador,RESOLUCION,0011,1998/05/13 00:00:00+00,887,P-466-580 de octubre de 1997,KOFAN,86,86757,{AFB58807-A291-4999-A1EE-9725465C25A9}
831,10054,1030,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,RESOLUCION,0076,1990/11/19 00:00:00+00,22100,P - 466.001,EMBERA,05,05234,{4ECF9E99-8C91-4D48-9D9A-D15544762FD3}
832,10739,1844,Resguardo Indígena Bidukar - La Mecenia,RESOLUCION,59,2018/04/16 00:00:00+00,20.4293,014751AE6113,EMBERA CHAMI,76,76113,{4442AE17-2BC9-4C1A-B6E0-F501138B8B19}
833,10438,1700,Resguardo Indígena Nasa Paez Huila,ACUERDO,340,2023/12/22 00:00:00+00,2029.7073,ACCTI 0241413572279,PAEZ,41,41357,{F2AACED1-A02C-4817-99A4-7040505246A5}
834,10737,1457,Resguardo Indígena Embera de Wasiruma,RESOLUCION,8,1996/05/24 00:00:00+00,78.7032,G-564.606,EMBERA,76,76869,{5BFDB22A-C3AE-4B93-84A8-49A0E62F095E}
835,10217,1169,Resguardo Indígena Paez de Quichaya,ACUERDO,381,2024/08/13 00:00:00+00,3824.2692,ACCTI 02419743483,PAEZ,19,19743,{74C779BB-D65B-4713-9AB9-3111E22D94A5}
836,10698,1434,Resguardo Indígena Tinajas,RESOLUCION,0017,1984/03/13 00:00:00+00,253.455,E-201.041,PIJAO COYAIMA.,73,73483,{DD0AFA33-C03C-4EA0-8740-A4F407B90F4F}
837,10875,1874,Resguardo Indígena Frontino,ACUERDO,141,2020/12/04 00:00:00+00,38.6826,ACCTI 19392621,YANACONA,19,19392,{02FD4EDE-447A-4269-968E-0B892F04D438}
838,10744,1463,Resguardo Indígena Piapoco de Cali-Barranquilla,RESOLUCION,0147,1993/12/14 00:00:00+00,56970,P-466.042,PIAPOCO,99,99001,{226063FB-37F8-4760-BD9E-693644EDE7D2}
839,10790,1865,Resguardo Indígena San Antonio 2,RESOLUCION,127,2020/07/15 00:00:00+00,63.0761,ACCTI 05895506,ZENÚ,05,05895,{08C09B3B-081D-413C-A957-5FAE5397A174}
840,10123,1079,Resguardo Indígena Coreguaje de Gorgonia,RESOLUCION,285,2012/08/28 00:00:00+00,518.7783,10-0-00904 Novimbre de 2011,COREGUAJE,18,18001,{ECB4B729-D3C1-4E89-8CD2-0017A6FD1F07}
841,10537,1602,Resguardo Indígena Eperara Siapidara  de San Juan de Pampon,RESOLUCION,0038,2000/03/10 00:00:00+00,152.1274,B-615-838,EPARARA SIAPIDARA TRUA,NARIÑO,LA TOLA,{B25A0A0E-8698-4DFD-9B57-B8C5659B40BA}
842,10069,1024,Resguardo Indígena Embera-Katio  de Amparrado Alto Medio,RESOLUCION,0042,1994/11/01 00:00:00+00,17835,P-466.840,EMBERA KATIO,05,05284,{BDC1E8C1-C154-41A5-B450-2A20F8D1611C}
843,10056,1036,Resguardo Indígena Embera - Catio del Rio Chajerado,RESOLUCION,31,1992/07/13 00:00:00+00,42230,P-466.092,EMBERA,05,05475,{AE9AE723-FAE9-43A3-BA15-B146A4FF2C85}
844,10162,1135,Resguardo Indígena Paez de Agua Negra,RESOLUCION,94,1982/07/27 00:00:00+00,2000,no registra,PAEZ,19,19473,{0E78FD6B-02CF-44FD-9F59-EEB5FD8B2861}
845,10509,1353,Resguardo Indígena Inga De Aponte,RESOLUCION,0013,2003/07/22 00:00:00+00,22283.2296,B-659.937 de marzo del 2003,INGA,52,52258,{6112F155-3F61-4ED8-9064-8CD961EA00B2}
